DATASET = ORTEC-hidden instance set VeRoLog competition
NAME = tools over distance over vehicle days over vehicles with 2000 requests over 50 days

DAYS = 50
CAPACITY = 40
MAX_TRIP_DISTANCE = 16000
DEPOT_COORDINATE = 0

VEHICLE_COST = 1
VEHICLE_DAY_COST = 3000
DISTANCE_COST = 300000

TOOLS = 4
1	3	76	10000000
2	9	82	30000000
3	3	92	10000000
4	3	76	30000000

COORDINATES = 1778
0	3976	3992
1	8284	6131
2	9492	6138
3	4396	6145
4	5534	6148
5	8836	6150
6	8311	6151
7	8803	6151
8	8409	6157
9	7388	6160
10	9067	6166
11	9134	6173
12	8736	6181
13	5889	6188
14	7086	6195
15	8172	6195
16	7513	6197
17	8244	6197
18	7202	8147
19	7528	6208
20	9459	6225
21	8234	6229
22	8007	6236
23	7618	6237
24	7624	6241
25	7256	6253
26	8498	6151
27	8109	6259
28	4019	6272
29	4187	6277
30	6304	6279
31	6371	6283
32	4320	6284
33	8484	6289
34	7700	6290
35	7788	6295
36	3881	4157
37	3916	6312
38	3925	6319
39	4112	6330
40	7846	6340
41	8445	6343
42	8385	6345
43	6700	6347
44	6788	6348
45	7586	6354
46	7641	6381
47	8344	6390
48	3548	6393
49	3823	6398
50	6329	6398
51	4837	2169
52	3989	6407
53	3943	6418
54	7399	6437
55	8496	6446
56	8240	6457
57	4437	6459
58	8567	6467
59	8565	6469
60	7928	6470
61	8286	6473
62	7538	6188
63	6142	6480
64	3929	6497
65	7089	6193
66	6791	6506
67	4600	4191
68	9497	6011
69	8445	6519
70	7676	6527
71	8385	6532
72	7445	5852
73	4353	6540
74	8687	6544
75	8613	6547
76	5076	4197
77	7448	6550
78	7423	6562
79	8626	6565
80	3890	6571
81	4262	6571
82	7171	6573
83	7941	6577
84	6761	6579
85	7286	6587
86	8441	6600
87	7683	6601
88	7641	6607
89	7349	6609
90	7125	6613
91	8691	6632
92	4415	4211
93	3543	6639
94	3709	6643
95	7590	6648
96	7176	6649
97	7403	6659
98	3983	6665
99	7279	6665
100	4190	6670
101	7976	6671
102	7685	6673
103	3869	4218
104	4066	6676
105	8062	6679
106	4008	4220
107	7863	6686
108	7216	6689
109	3474	6654
110	4072	6690
111	4284	6224
112	7022	6693
113	8862	6224
114	7828	6696
115	3790	6700
116	4235	4223
117	3416	6705
118	3782	6706
119	6556	8230
120	8751	6708
121	7961	6710
122	8605	6228
123	7907	6721
124	7978	6724
125	3680	6730
126	7002	6731
127	7819	6739
128	7192	6742
129	3372	6743
130	4020	6748
131	6771	6758
132	6534	6760
133	3979	6765
134	4130	6766
135	4199	6766
136	6325	2231
137	8546	6786
138	3782	6801
139	3639	6805
140	8598	6808
141	8761	4240
142	8476	6814
143	8442	6824
144	8479	6842
145	8339	6843
146	8307	6843
147	8351	6852
148	7775	6856
149	4663	6866
150	8243	6874
151	6946	6877
152	3399	6879
153	6246	4252
154	6932	6883
155	8681	6885
156	8480	6887
157	8352	6887
158	4010	6896
159	7715	6899
160	4198	6903
161	8118	6904
162	4627	6910
163	9547	6913
164	8443	6917
165	8681	6921
166	8188	6923
167	4676	6935
168	7458	6946
169	7462	6948
170	7481	6950
171	7478	6951
172	3835	6956
173	7531	6959
174	7794	6961
175	8023	6961
